0.210595021250759,-0.413410616693025
70.1358373051663,2.80238724904437
772.255671320389,1.34876614016786
462.169227443397,15.364755014295
-14.6097751139524,4.98914668702771
335.375110423498,8.32563727495964
588.775849612886,4.16298671638257
-504.933950875835,505.440415573983
-0.000422185216151667,0.000147693782620905
-85.561750574987,29.2223220456769
-55.1551461091945,30.0996995886667
-25.8503330688382,36.6371159337751
-162.563183727066,175.904322598167
843.857729448361,-3021.59465628832
1008.48187477155,-4.78776938713335
599.901452452242,-2.96621425388253
898.682423838306,-3.40070312957799
57.3870107780754,-256.482854574006
68.0325501450283,-226.830869759059
57.0681892543402,-257.37089703523
-32.411017198574,-90.2773412113359
-43.5839791507619,-121.398403914154
-79.5249080767217,-221.507927914036
-22.8240063175283,-63.5737716441633
839.503280211273,-3964.0014425233
-11.5055024792658,22.5859889651276
-9.76882285975399,19.1767830835989
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.05122965559132,-0.647383083283394
0.571723636853998,-0.277133702733156
4.69784241990899,-4.10757680288268
2.14367761007796,-1.01002335407123
4.07306080751259,-1.42582658865695
2.18902185914978,-0.633125515174973
313.062103069862,-52.1057065740689
7.45270286713854e-05,-2.41035878279155e-05
5.64844821330843,-9.53331380911527
1.99621269158581,-11.8210305966943
6.35314158638581,-12.333801183918
29.3454151147736,-59.8240580693732
4.32492454378466,-9.78276340617133
0.000868691227084453,-0.00196493618826174
0.0008321373883578,-0.00188225322992803
0.000954618062167527,-0.00215929839952086
0.0849632074692401,-0.192182533703508
0.0608121695287695,-0.137554091566957
0.108587100955417,-0.245618601400916
0.0860003469055657,-0.194528491331686
0.0783004566428044,-0.177111723956558
2.8533356284456,-6.4541027453524
0.0425640024515013,-0.0962776486357739
3.01369996366183,-6.81683886579242
3.88241417911684,-7.62141107422997
3.29638939736335,-6.47100940264809
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
